text,label,char_length,word_count,text_clean,intent
I made a card payment and a fee is showing up?,0,46,11,i made a card payment and a fee is showing up,Card Fee Charge
I tried updating my balance by cheque yesterday but it doesn't seem to be working. Shouldn't that be faster? Please check my account something has gone wrong there.,2,164,28,i tried updating my balance by cheque yesterday but it doesn't seem to be working shouldn't that be faster please check my account something has gone wrong there,Deposit Delay
I transferred some money but it hasn't arrived.,8,47,8,i transferred some money but it hasn't arrived,Transfer Delay
Is there a fee for withdrawing cash?,4,36,7,is there a fee for withdrawing cash,Cash Withdrawal Charge
Why was I declined when I tried to get my money?,6,48,11,why was i declined when i tried to get my money,Declined Withdrawal
Why do I get a fee every time I transfer?,7,41,10,why do i get a fee every time i transfer,Transfer Fee
Cash deposit to my account but it has not appeared.,2,51,10,cash deposit to my account but it has not appeared,Deposit Delay
Let me know when I get charged extra for payments. I saw on the app a fee I wasn't forewarned about.,0,100,21,let me know when i get charged extra for payments i saw on the app a fee i wasn't forewarned about,Card Fee Charge
Why hasn't my cash been deposited yet?,2,38,7,why hasn't my cash been deposited yet,Deposit Delay
I have a friend who needs money as soon as possibly. If I were to transfer it how long will it take to get to her?,8,114,26,i have a friend who needs money as soon as possibly if i were to transfer it how long will it take to get to her,Transfer Delay
I had to pay in order to do a transfer,7,38,10,i had to pay in order to do a transfer,Transfer Fee
Can you tell me why I was charged to withdraw cash?,4,51,11,can you tell me why i was charged to withdraw cash,Cash Withdrawal Charge
I am worried that too much time has gone by for a transfer to be completed.,8,75,16,i am worried that too much time has gone by for a transfer to be completed,Transfer Delay
Please explain the fee on a transfer I made.,7,44,9,please explain the fee on a transfer i made,Transfer Fee
Why am I being a charged for using my card?,0,43,10,why am i being a charged for using my card,Card Fee Charge
I withdrew cash and was charged. Why?,4,37,7,i withdrew cash and was charged why,Cash Withdrawal Charge
"After reviewing my charges, I see I was charged a fee for a transfer I did, why?",7,80,17,after reviewing my charges i see i was charged a fee for a transfer i did why,Transfer Fee
"HELP! I tried to get cash and it gave me some, but not the right amount!",3,72,16,help i tried to get cash and it gave me some but not the right amount,ATM Partial Withdrawal
Why was my account assessed a fee for an ATM transaction?,4,57,11,why was my account assessed a fee for an atm transaction,Cash Withdrawal Charge
I've deposited a check but the cash isn't showing that it's there yet.,2,70,13,i've deposited a check but the cash isn't showing that it's there yet,Deposit Delay
"This morning I wanted to make a withdrawal before work, but my card was declined! Please double check it for me as this is the first time it was declined.",6,154,30,this morning i wanted to make a withdrawal before work but my card was declined please double check it for me as this is the first time it was declined,Declined Withdrawal
The  money I transferred does not show in the balance.,9,54,11,the money i transferred does not show in the balance,Missing Money
A percentage fee was charged to my withdrawal.,4,46,8,a percentage fee was charged to my withdrawal,Cash Withdrawal Charge
"I saw money was taken out of my account by a seller a while back. I do not recognize the seller, but I'm pretty certain I didn't make that payment. Can you track who the seller is?",1,180,37,i saw money was taken out of my account by a seller a while back i do not recognize the seller but i'm pretty certain i didn't make that payment can you track who the seller is,Fraud / Disputed Payment
totally unacceptable.  I'm stranded with no cash because the ATM wouldn't give me any money!,6,92,16,totally unacceptable i'm stranded with no cash because the atm wouldn't give me any money,Declined Withdrawal
"I usually don't get charged for transfers, why was I this month?",7,64,12,i usually don't get charged for transfers why was i this month,Transfer Fee
I made a transfer and it doesnt' show up in my account.,9,55,12,i made a transfer and it doesnt' show up in my account,Missing Money
"I tried to get money out of an ATM in Notting Hill earlier, but it didn't work. Is my card actually working? It's the first time I tried using it",6,145,30,i tried to get money out of an atm in notting hill earlier but it didn't work is my card actually working it's the first time i tried using it,Declined Withdrawal
Is it normal to be charged an extra fee when paying with my card?,0,65,14,is it normal to be charged an extra fee when paying with my card,Card Fee Charge
How do a reverse a duplicated charge?,5,37,7,how do a reverse a duplicated charge,Duplicate Transaction
"My mother deposited a cheque into my account last week, why is it still not showing up?",2,87,17,my mother deposited a cheque into my account last week why is it still not showing up,Deposit Delay
My card won't let me withdraw money.,6,36,7,my card won't let me withdraw money,Declined Withdrawal
I don't think I was supposed to be charged so much.,7,51,11,i don't think i was supposed to be charged so much,Transfer Fee
I was just giving the wrong amount by the ATM. How do I request cash back at this point? The app is showing the amount that I actually requested even though that's not what I got.,3,179,36,i was just giving the wrong amount by the atm how do i request cash back at this point the app is showing the amount that i actually requested even though that's not what i got,ATM Partial Withdrawal
After depositing a cheque my balance did not change.,2,52,9,after depositing a cheque my balance did not change,Deposit Delay
Asked for $100 but only got $20. Why would this happen?,3,55,11,asked for 100 but only got 20 why would this happen,ATM Partial Withdrawal
I might have been charged on my debit statement by fraud.,1,57,11,i might have been charged on my debit statement by fraud,Fraud / Disputed Payment
What is the extra fee I was charged when using an ATM?,4,54,12,what is the extra fee i was charged when using an atm,Cash Withdrawal Charge
I have a duplicate payment showing up on the app. How do I stop myself being charged for the thing twice?,5,105,21,i have a duplicate payment showing up on the app how do i stop myself being charged for the thing twice,Duplicate Transaction
How long until my transfer will be available to me,9,50,10,how long until my transfer will be available to me,Missing Money
Where is the cash from my cheque I recently deposited?,2,54,10,where is the cash from my cheque i recently deposited,Deposit Delay
I asked for 100 but only got 20.,3,32,8,i asked for 100 but only got 20,ATM Partial Withdrawal
What's the normal time frame for a transfer from a UK account? After just making a transfer it doesn't appear at all. I need to know if things went okay.,9,153,30,what's the normal time frame for a transfer from a uk account after just making a transfer it doesn't appear at all i need to know if things went okay,Missing Money
Why isn't the transfer to my account showing up?,9,48,9,why isn't the transfer to my account showing up,Missing Money
A direct debit appears in the app but I didn't authorize it.,1,60,12,a direct debit appears in the app but i didn't authorize it,Fraud / Disputed Payment
Please tell my why I was charged a fee for using my card?,0,57,13,please tell my why i was charged a fee for using my card,Card Fee Charge
My cash withdrawal was partly declined,3,38,6,my cash withdrawal was partly declined,ATM Partial Withdrawal
"I put money into my account in the form of a cheque, but my balance did not change.",2,83,18,i put money into my account in the form of a cheque but my balance did not change,Deposit Delay
"Hi,  My money has not been credited to my account for which i have sent you cheque few days before. I am worried about the money please let me know the status.",2,159,33,hi my money has not been credited to my account for which i have sent you cheque few days before i am worried about the money please let me know the status,Deposit Delay
I have duplicated transactions on my statement,5,46,7,i have duplicated transactions on my statement,Duplicate Transaction
Why are fees charged on cash withdrawals? I went to withdraw some money earlier today after shopping. There's a fee that wasn't there before.,4,141,24,why are fees charged on cash withdrawals i went to withdraw some money earlier today after shopping there's a fee that wasn't there before,Cash Withdrawal Charge
I was not distributed the correct amount of cash that I asked for,3,65,13,i was not distributed the correct amount of cash that i asked for,ATM Partial Withdrawal
Am I getting charged for making a payment?,0,42,8,am i getting charged for making a payment,Card Fee Charge
"Is there a fee for making a payment? If so, let me know why.",0,60,14,is there a fee for making a payment if so let me know why,Card Fee Charge
The balance does not appear to have updated.,9,44,8,the balance does not appear to have updated,Missing Money
My withdrawals were going smooth until I got declined today. What is going on?,6,78,14,my withdrawals were going smooth until i got declined today what is going on,Declined Withdrawal
My card didn't work at the ATM in Notting Hill.  Is my card working?,6,68,15,my card didn't work at the atm in notting hill is my card working,Declined Withdrawal
I got less cash at the ATM than I asked for. Why?,3,49,12,i got less cash at the atm than i asked for why,ATM Partial Withdrawal
I got charged twice,5,19,4,i got charged twice,Duplicate Transaction
"My account shows I have been charged twice for the same meal. How do I get the second payment voided and returned to me? I do not eat out much and my family is living paycheck to paycheck,  mostly. I cannot afford to spend more money than necessary, as is, so I must see to it that the cost be promptly credited back onto my card.",5,330,67,my account shows i have been charged twice for the same meal how do i get the second payment voided and returned to me i do not eat out much and my family is living paycheck to paycheck mostly i cannot afford to spend more money than necessary as is so i must see to it that the cost be promptly credited back onto my card,Duplicate Transaction
I have have multiple charges for one transaction.,5,49,8,i have have multiple charges for one transaction,Duplicate Transaction
How long does it take for a transfer to get to a recipient?,8,59,13,how long does it take for a transfer to get to a recipient,Transfer Delay
"I put some money in my account the other day and it's not gone in yet, can you help with this?",2,94,21,i put some money in my account the other day and it's not gone in yet can you help with this,Deposit Delay
How come I can't get money at the ATM,6,37,9,how come i can't get money at the atm,Declined Withdrawal
Can you help me? I have a duplicate transaction on my account and I don't understand why.,5,89,17,can you help me i have a duplicate transaction on my account and i don't understand why,Duplicate Transaction
I was double charged at a restaurant can you take the second charge off?,5,72,14,i was double charged at a restaurant can you take the second charge off,Duplicate Transaction
I can't see the transfer that I put in.,9,39,9,i can't see the transfer that i put in,Missing Money
I got double charged!,5,21,4,i got double charged,Duplicate Transaction
"I just finished sending money, but it's not logging on the recipient side.",8,74,13,i just finished sending money but it's not logging on the recipient side,Transfer Delay
Where is the transfer to my account that I made?,9,48,10,where is the transfer to my account that i made,Missing Money
How can I dispute a debit transaction?,1,38,7,how can i dispute a debit transaction,Fraud / Disputed Payment
I transferred money and it didn't get there.,8,44,8,i transferred money and it didn't get there,Transfer Delay
Help me.  There is a Direct Debit that I didn't make.,1,53,12,help me there is a direct debit that i didn't make,Fraud / Disputed Payment
Why was my atm withdrawl declined,6,33,6,why was my atm withdrawl declined,Declined Withdrawal
"I am not supposed to be charged a cash withdrawal fee, but I was.",4,65,14,i am not supposed to be charged a cash withdrawal fee but i was,Cash Withdrawal Charge
I don't think I should have been charged a fee to use my card.,0,62,14,i don't think i should have been charged a fee to use my card,Card Fee Charge
"Unbeknownst to me, there was an additional charge on my prior transaction. A notification of sorts should be required and explained before future payments are made.",0,164,26,unbeknownst to me there was an additional charge on my prior transaction a notification of sorts should be required and explained before future payments are made,Card Fee Charge
I transferred money from one account to another account and I charged a fee for it. Why is that?,7,96,19,i transferred money from one account to another account and i charged a fee for it why is that,Transfer Fee
I believe i was charged for making a withdrawal after i went grocery shopping. Are you guys charging for this now?,4,114,21,i believe i was charged for making a withdrawal after i went grocery shopping are you guys charging for this now,Cash Withdrawal Charge
There is a direct debit transaction on my statement that I think is not mine. How do I remove?,1,94,19,there is a direct debit transaction on my statement that i think is not mine how do i remove,Fraud / Disputed Payment
Why did I get charged for a withdrawal?,4,39,8,why did i get charged for a withdrawal,Cash Withdrawal Charge
"I'm checking my statements and I saw a purchase from a couple weeks ago that I don't recall at all. Not only that, but I don't even know the business that charged it. I'm not sure if I did it or not, but can we check it and see if we can trace it back to make certain?",1,268,58,i'm checking my statements and i saw a purchase from a couple weeks ago that i don't recall at all not only that but i don't even know the business that charged it i'm not sure if i did it or not but can we check it and see if we can trace it back to make certain,Fraud / Disputed Payment
why was a extra fee added to my account for transfer ?,7,54,12,why was a extra fee added to my account for transfer,Transfer Fee
My bank transfer is still not showing up in my account.,9,55,11,my bank transfer is still not showing up in my account,Missing Money
Several items I have charged this week are appearing twice.  Please review my statement and remove any duplicate charges.,5,121,20,several items i have charged this week are appearing twice please review my statement and remove any duplicate charges,Duplicate Transaction
Where can I check to see if there will be a fee added to my payment? Are there specific instances that will result in a fee added?,0,130,27,where can i check to see if there will be a fee added to my payment are there specific instances that will result in a fee added,Card Fee Charge
"I recently transferred some cash, but the balance has not changed.",9,66,11,i recently transferred some cash but the balance has not changed,Missing Money
Yikes!  I didn't get the amount of money that I requested.  What do I do now?,3,77,18,yikes i didn't get the amount of money that i requested what do i do now,ATM Partial Withdrawal
How long will a transaction to a friend take?,8,45,9,how long will a transaction to a friend take,Transfer Delay
I made a deposit this morning but it is still pending?,2,54,11,i made a deposit this morning but it is still pending,Deposit Delay
How long does a UK transfer take?,9,33,7,how long does a uk transfer take,Missing Money
How do I get my money back for a duplicated charge?,5,51,11,how do i get my money back for a duplicated charge,Duplicate Transaction
"I should only have one charge, but it shows two.",5,48,10,i should only have one charge but it shows two,Duplicate Transaction
i tried to withdraw money but was told i didn't have funds,6,58,12,i tried to withdraw money but was told i didn't have funds,Declined Withdrawal
Why was I charged a fee for my card payment?,0,44,10,why was i charged a fee for my card payment,Card Fee Charge
"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already.",8,234,41,i have done a transfer within the country the day before yesterday but it's still not there yet can you please check what's going on with that the account number definitely is the right one i've checked that several times already,Transfer Delay
Why was I charged a fee when making this transfer when I shouldn't have been?,7,77,15,why was i charged a fee when making this transfer when i shouldn't have been,Transfer Fee
I can't withdraw money,6,22,4,i can't withdraw money,Declined Withdrawal
"I have done a transfer within the country a couple days ago, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already.",8,227,41,i have done a transfer within the country a couple days ago but it's still not there yet can you please check what's going on with that the account number definitely is the right one i've checked that several times already,Transfer Delay
I received $20 but I entered $100,3,33,7,i received 20 but i entered 100,ATM Partial Withdrawal
What do I need to do to request cash back? The ATM actually just gave me the wrong amount. The app I actually chose the right amount.,3,133,27,what do i need to do to request cash back the atm actually just gave me the wrong amount the app i actually chose the right amount,ATM Partial Withdrawal
You advertise no fee when paying with a card then my statement shows a fee.,0,75,15,you advertise no fee when paying with a card then my statement shows a fee,Card Fee Charge
Hello. Can you help figure out why the recent transfer from my UK bank account isn't showing up?,9,96,18,hello can you help figure out why the recent transfer from my uk bank account isn't showing up,Missing Money
How much do I have to pay if I want to transfer money?,7,54,13,how much do i have to pay if i want to transfer money,Transfer Fee
Why is there a fee for using my card?,0,37,9,why is there a fee for using my card,Card Fee Charge
I have cash deposit to my account but it is experiencing a problem,2,66,13,i have cash deposit to my account but it is experiencing a problem,Deposit Delay
Why is there a direct debit I didn't make showing in the app?,1,61,13,why is there a direct debit i didn't make showing in the app,Fraud / Disputed Payment
Why didn't the ATM give me my money?,6,36,8,why didn't the atm give me my money,Declined Withdrawal
"I was charged a fee for the transfer, but can you tell me why?",7,62,14,i was charged a fee for the transfer but can you tell me why,Transfer Fee
Are bank transfers immediate?,9,29,4,are bank transfers immediate,Missing Money
Why have i been charged a fee for using my card?,0,48,11,why have i been charged a fee for using my card,Card Fee Charge
I made a transfer from France two days ago now but there hasn't made it there yet. Do international transfers take longer?,9,122,22,i made a transfer from france two days ago now but there hasn't made it there yet do international transfers take longer,Missing Money
where has my transferred money gone?,8,36,6,where has my transferred money gone,Transfer Delay
I don't recognize the direct debit payment from the app.,1,56,10,i don't recognize the direct debit payment from the app,Fraud / Disputed Payment
Im going to need to make a transfer from a UK account but I need it to go through ASAP. Is that going to be possible or will it take forever?? Im hoping it will be a couple hours and not a couple weeks.,9,202,44,im going to need to make a transfer from a uk account but i need it to go through asap is that going to be possible or will it take forever im hoping it will be a couple hours and not a couple weeks,Missing Money
I made a transfer to my friend earlier and she hasn't received it yet.  What's the hold up?,8,91,19,i made a transfer to my friend earlier and she hasn't received it yet what's the hold up,Transfer Delay
The ATM won't let me take out cash,6,34,8,the atm won't let me take out cash,Declined Withdrawal
I payed my rent to my landlord a few days ago and he is saying the it never went though. Everything looks good to me and I even double checked the account number. I don't know what could be causing the confusion. Can you help me please?,8,236,47,i payed my rent to my landlord a few days ago and he is saying the it never went though everything looks good to me and i even double checked the account number i don't know what could be causing the confusion can you help me please,Transfer Delay
Is there a reason why my card was declined when I attempted to withdraw money?,6,78,15,is there a reason why my card was declined when i attempted to withdraw money,Declined Withdrawal
I got a strange fee when I used the ATM.,4,40,10,i got a strange fee when i used the atm,Cash Withdrawal Charge
I put some cash into my account but it's not displaying that on my balance.,2,75,15,i put some cash into my account but it's not displaying that on my balance,Deposit Delay
When will I see an updated balance after a transfer?,9,52,10,when will i see an updated balance after a transfer,Missing Money
i withdraw cash from the ATM and was charged a fee,4,50,11,i withdraw cash from the atm and was charged a fee,Cash Withdrawal Charge
I transferred money but the balance hasn't changed.,9,51,8,i transferred money but the balance hasn't changed,Missing Money
There is a direct debit payment on my account that I didn't authorize.,1,70,13,there is a direct debit payment on my account that i didn't authorize,Fraud / Disputed Payment
IM still waiting for my account to update from a cash deposit?,2,62,12,im still waiting for my account to update from a cash deposit,Deposit Delay
"While getting cash, I was charged a fee.",4,40,8,while getting cash i was charged a fee,Cash Withdrawal Charge
What is the extra fee that was added when I used the card?,0,58,13,what is the extra fee that was added when i used the card,Card Fee Charge
"I am worried about the amount of my cheque, which should be credited to my account few days before. As i have already sent you the cheque.",2,138,27,i am worried about the amount of my cheque which should be credited to my account few days before as i have already sent you the cheque,Deposit Delay
My balance doesn't include my latest transfer,9,45,7,my balance doesn't include my latest transfer,Missing Money
I was charged for getting cash.,4,31,6,i was charged for getting cash,Cash Withdrawal Charge
Why has my transfer not arrived yet?,8,36,7,why has my transfer not arrived yet,Transfer Delay
Why isn't my money from a check deposit showing?,2,48,9,why isn't my money from a check deposit showing,Deposit Delay
Why did using an ATM cause me to have an extra fee charged?,4,59,13,why did using an atm cause me to have an extra fee charged,Cash Withdrawal Charge
"In reviewing my statement, I show I have two charges for the same purchase at the same time, which I have not made in duplicate? How do I get this solved?",5,154,31,in reviewing my statement i show i have two charges for the same purchase at the same time which i have not made in duplicate how do i get this solved,Duplicate Transaction
Why can't I get cash out?,6,25,6,why can't i get cash out,Declined Withdrawal
Why did you charge me for taking out cash?,4,42,9,why did you charge me for taking out cash,Cash Withdrawal Charge
Why is the cash not showing in my account for the check I deposited?,2,68,14,why is the cash not showing in my account for the check i deposited,Deposit Delay
"I went to the store and tried to make a purchase.  The first time, it was declined, but the second one went through.  But my App shows me that I've already been charged once and the second charge is still pending.  Can you make sure that I'm not charged twice?",5,260,53,i went to the store and tried to make a purchase the first time it was declined but the second one went through but my app shows me that i've already been charged once and the second charge is still pending can you make sure that i'm not charged twice,Duplicate Transaction
The cheque I deposited isn't showing in my account,2,50,9,the cheque i deposited isn't showing in my account,Deposit Delay
It is common for an international transfer to take 2 days or longer? I made a transfer from France 2 days ago and I have not seen it yet.,9,137,29,it is common for an international transfer to take 2 days or longer i made a transfer from france 2 days ago and i have not seen it yet,Missing Money
When will my transfer be available in my account.,9,49,9,when will my transfer be available in my account,Missing Money
In the app I see a direct debit that I don't recognize.,1,55,12,in the app i see a direct debit that i don't recognize,Fraud / Disputed Payment
I have an unauthorized charge.,1,30,5,i have an unauthorized charge,Fraud / Disputed Payment
How can I get the cash deposit to show up on my account?,2,56,13,how can i get the cash deposit to show up on my account,Deposit Delay
what is this fee for transfering,7,32,6,what is this fee for transfering,Transfer Fee
Why hasn't my friend received the money i sent them yet?,8,56,11,why hasn't my friend received the money i sent them yet,Transfer Delay
"I went to withdraw some cash earlier today, but seems the ATM gave me the wrong amount of cash! The amount showing up in the app is a lot more",3,142,30,i went to withdraw some cash earlier today but seems the atm gave me the wrong amount of cash the amount showing up in the app is a lot more,ATM Partial Withdrawal
"Oh my goodness, my card has been declined twice at ATM! I tried two different ATM, but each one declined my card! Can you tell me what's going on with my account?",6,162,32,oh my goodness my card has been declined twice at atm i tried two different atm but each one declined my card can you tell me what's going on with my account,Declined Withdrawal
"I tried to withdraw some money from an ATM this morning but wasn't able to get the amount of cash I needed. The amount in the app says what I was trying to withdraw was deducted, but I don't have any money. What do I do about this?",3,231,48,i tried to withdraw some money from an atm this morning but wasn't able to get the amount of cash i needed the amount in the app says what i was trying to withdraw was deducted but i don't have any money what do i do about this,ATM Partial Withdrawal
How long after I receive my statement can I dispute payments on it?,1,67,13,how long after i receive my statement can i dispute payments on it,Fraud / Disputed Payment
"So I've been using my account frequently to manage payments for my vacation house in a different country, and now I'm getting hit with ridiculously high fees! What's with that? Ought not I be rewarded as a frequent user?",7,220,39,so i've been using my account frequently to manage payments for my vacation house in a different country and now i'm getting hit with ridiculously high fees what's with that ought not i be rewarded as a frequent user,Transfer Fee
I have an unfamiliar direct debit in my statement.,1,50,9,i have an unfamiliar direct debit in my statement,Fraud / Disputed Payment
Why hasn't the transaction I did arrive yet?,8,44,8,why hasn't the transaction i did arrive yet,Transfer Delay
Do you guys accept cash? Because i deposited some this morning and I can't see it in my account.,2,96,19,do you guys accept cash because i deposited some this morning and i can't see it in my account,Deposit Delay
I have a transaction that shows several times,5,45,8,i have a transaction that shows several times,Duplicate Transaction
My transfer isn't in,8,20,4,my transfer isn't in,Transfer Delay
"I normally don't use ATMs, but I was in a rush today and had to withdraw some cash. The ATM gave me the wrong amount of money and now my app is not showing the same amount as it should. What do I do?",3,199,44,i normally don't use atms but i was in a rush today and had to withdraw some cash the atm gave me the wrong amount of money and now my app is not showing the same amount as it should what do i do,ATM Partial Withdrawal
Why did my card get charged twice for a transaction?,5,52,10,why did my card get charged twice for a transaction,Duplicate Transaction
I was charged twice.,5,20,4,i was charged twice,Duplicate Transaction
I was mistakenly charged a fee for using my card.,0,49,10,i was mistakenly charged a fee for using my card,Card Fee Charge
$20 came out instead of $100,3,28,6,20 came out instead of 100,ATM Partial Withdrawal
"Help, your app is showing a larger WD than I actually did earlier at an ATM.",3,76,16,help your app is showing a larger wd than i actually did earlier at an atm,ATM Partial Withdrawal
"I deposited a check yesterday to up my account balance, but that deposit hasn't shown up yet.  It's been a day already!",2,119,23,i deposited a check yesterday to up my account balance but that deposit hasn't shown up yet it's been a day already,Deposit Delay
I received the wrong amount of cash.,3,36,7,i received the wrong amount of cash,ATM Partial Withdrawal
I was just going over my transactions for the past couple of months and noticed a large type charge that I know I did not make. Even though it's been a while can I please still dispute this?,1,190,38,i was just going over my transactions for the past couple of months and noticed a large type charge that i know i did not make even though it's been a while can i please still dispute this,Fraud / Disputed Payment
"There's a weird payment showing in my app that I definitely haven't made myself, as I haven't used the card at all that day. Please cancel that and return my money.",1,164,31,there's a weird payment showing in my app that i definitely haven't made myself as i haven't used the card at all that day please cancel that and return my money,Fraud / Disputed Payment
I was double-charged for a transaction,5,38,6,i was double charged for a transaction,Duplicate Transaction
I thought you guys offered free transfers. Why was I charged?,7,61,11,i thought you guys offered free transfers why was i charged,Transfer Fee
"Hi, i was checking my old statements and found a discrepancy with a large amount transaction. I am sure it was not done by me. Please let me know if i could raise a dispute as its very late.",1,190,39,hi i was checking my old statements and found a discrepancy with a large amount transaction i am sure it was not done by me please let me know if i could raise a dispute as its very late,Fraud / Disputed Payment
Where is my last money transaction,8,34,6,where is my last money transaction,Transfer Delay
"I deposited some cash but it hasn't shown up in my account yet, what's going on?",2,80,16,i deposited some cash but it hasn't shown up in my account yet what's going on,Deposit Delay
My account isn't showing a transfer I made.,9,43,8,my account isn't showing a transfer i made,Missing Money
How long will my most recent transfer take to go through? The recipient needs the money urgently.,8,97,17,how long will my most recent transfer take to go through the recipient needs the money urgently,Transfer Delay
I am still waiting for a transfer I did,9,39,9,i am still waiting for a transfer i did,Missing Money
Why did you charge me a fee when I made a transfer?,7,51,12,why did you charge me a fee when i made a transfer,Transfer Fee
"On a card payment, why is there a fee?",0,38,9,on a card payment why is there a fee,Card Fee Charge
Where did the money transfer go?,8,32,6,where did the money transfer go,Transfer Delay
I do not recognize a direct debit payment that I see on my app,1,62,14,i do not recognize a direct debit payment that i see on my app,Fraud / Disputed Payment
Why was I charged this extra fee while doing a transfer?,7,56,11,why was i charged this extra fee while doing a transfer,Transfer Fee
I was given less cash then I wanted.,3,36,8,i was given less cash then i wanted,ATM Partial Withdrawal
Why didn't the money I transferred into my account get added to my balance?,9,75,14,why didn't the money i transferred into my account get added to my balance,Missing Money
Balance hasn't been updated following a bank transfer,9,53,8,balance hasn't been updated following a bank transfer,Missing Money
"Why is there now a charge for making cash withdrawals? I wanted some cash after I went to the grocery store, and there's a new fee!",4,131,26,why is there now a charge for making cash withdrawals i wanted some cash after i went to the grocery store and there's a new fee,Cash Withdrawal Charge
"Is my card working? It's the first time I tried using it I tried to get money out of an ATM, but got nothing.",6,109,24,is my card working it's the first time i tried using it i tried to get money out of an atm but got nothing,Declined Withdrawal
My app shows a direct debit that isn't mine.,1,44,9,my app shows a direct debit that isn't mine,Fraud / Disputed Payment
My transaction went through but I was charged a fee. Why?,7,57,11,my transaction went through but i was charged a fee why,Transfer Fee
Why did I get charged extra?,0,28,6,why did i get charged extra,Card Fee Charge
When will I see the cash I deposited this morning as available?,2,63,12,when will i see the cash i deposited this morning as available,Deposit Delay
"I got double charged from something, what can I do?",5,51,10,i got double charged from something what can i do,Duplicate Transaction
I recently bought an item using my card and I was charged an extra fee why is this?,0,83,18,i recently bought an item using my card and i was charged an extra fee why is this,Card Fee Charge
when does my balance update for a transfer,9,42,8,when does my balance update for a transfer,Missing Money
"I was charged a fee when making this transfer, and I don't think I should have been!",7,84,17,i was charged a fee when making this transfer and i don't think i should have been,Transfer Fee
I saw I was charged extra for money I withdrew?,4,47,10,i saw i was charged extra for money i withdrew,Cash Withdrawal Charge
Is there a reason I was charged a fee for using my card as payment? I've never had an extra fee before.,0,103,22,is there a reason i was charged a fee for using my card as payment i've never had an extra fee before,Card Fee Charge
What is the fee on my card payment?,0,35,8,what is the fee on my card payment,Card Fee Charge
Why hasn't my friend received the transaction?,8,46,7,why hasn't my friend received the transaction,Transfer Delay
What is going on with my cash deposit. I'm looking at my account balance and it is not there. It has been almost a week. Someone better get back to me asap.,2,156,32,what is going on with my cash deposit i'm looking at my account balance and it is not there it has been almost a week someone better get back to me asap,Deposit Delay
"I sent a cheque to you a few days ago and the deposit has yet to appear in my account. I need this money, what is the problem?",2,126,28,i sent a cheque to you a few days ago and the deposit has yet to appear in my account i need this money what is the problem,Deposit Delay
I see a duplicate payment.,5,26,5,i see a duplicate payment,Duplicate Transaction
Why am I being charged to withdrawal money?,4,43,8,why am i being charged to withdrawal money,Cash Withdrawal Charge
Some cash was missing at ATM.,3,29,6,some cash was missing at atm,ATM Partial Withdrawal
I haven't received my cash yet.,3,31,6,i haven't received my cash yet,ATM Partial Withdrawal
"Hi. A couple hours ago I make a transfer from my UK bank account, but it hasn't shown up. Please, would you see what the delay is?",9,130,27,hi a couple hours ago i make a transfer from my uk bank account but it hasn't shown up please would you see what the delay is,Missing Money
I made a check deposit but the cash hasn't arrived in my account yet.,2,69,14,i made a check deposit but the cash hasn't arrived in my account yet,Deposit Delay
This is very frustrating. I can't get my card to work on any ATM I try and I've tried 3 of them so far. What's going on? Can you please fix this issue immediately?,6,163,34,this is very frustrating i can't get my card to work on any atm i try and i've tried 3 of them so far what's going on can you please fix this issue immediately,Declined Withdrawal
Is there a money transfer fee?,7,30,6,is there a money transfer fee,Transfer Fee
The ATM is showing it gave me the money I requested but I didn't get that amount.,3,81,17,the atm is showing it gave me the money i requested but i didn't get that amount,ATM Partial Withdrawal
I see a fee that I think was charged because I paid by card.,0,60,14,i see a fee that i think was charged because i paid by card,Card Fee Charge
I don't think I made this charge on my debit statement.,1,55,11,i don't think i made this charge on my debit statement,Fraud / Disputed Payment
Did you start charging for cash withdrawals? I thought it was free so far but noticed suddendly there is a fee. How much do I need to pay?,4,138,28,did you start charging for cash withdrawals i thought it was free so far but noticed suddendly there is a fee how much do i need to pay,Cash Withdrawal Charge
How can I fix my bank transfer to show up on my bank account?,9,61,14,how can i fix my bank transfer to show up on my bank account,Missing Money
"I only made one transaction at this place, but it's appearing multiple times.",5,77,13,i only made one transaction at this place but it's appearing multiple times,Duplicate Transaction
Earlier today I took money out the ATM. After checking the app the amount is so much higher than the amount I received.,3,119,23,earlier today i took money out the atm after checking the app the amount is so much higher than the amount i received,ATM Partial Withdrawal
"After the transfer, the balance did not update.",9,47,8,after the transfer the balance did not update,Missing Money
What is this direct debit in my statement?,1,42,8,what is this direct debit in my statement,Fraud / Disputed Payment
"Hi. I just withdrew cash from an ATM and received the wrong amount. However, my app shows the correct amount I withdrew. How do I get the rest of the cash?",3,155,31,hi i just withdrew cash from an atm and received the wrong amount however my app shows the correct amount i withdrew how do i get the rest of the cash,ATM Partial Withdrawal
why couldn't I get cash in the ATM?,6,35,8,why couldn't i get cash in the atm,Declined Withdrawal
What is this extra fee while I was doing a transfer?,7,52,11,what is this extra fee while i was doing a transfer,Transfer Fee
My transfer to my account is missing.,9,37,7,my transfer to my account is missing,Missing Money
I just sent money but the person I sent it to doesn't see it. What happened?,8,76,16,i just sent money but the person i sent it to doesn't see it what happened,Transfer Delay
